Query ID: 1 ; Query: coronavirus origin
Top 47 -> Document ID: c1nuvprk ; Score: 0.183
Top 48 -> Document ID: u0fs6xcj ; Score: 0.181
Top 49 -> Document ID: 7cb88t8n ; Score: 0.181
Top 50 -> Document ID: z443e8lk ; Score: 0.18
Query ID: 2 ; Query: coronavirus response to weather changes
Top 1 -> Document ID: 1f5hn3ig ; Score: 0.141
Top 2 -> Document ID: 1ckrnxom ; Score: 0.134
Top 3 -> Document ID: vj3wk150 ; Score: 0.13
Top 4 -> Document ID: qrx83fbo ; Score: 0.126
Top 5 -> Document ID: fzq71ghi ; Score: 0.124
Top 6 -> Document ID: hxial3gi ; Score: 0.124
Top 7 -> Document ID: e5iitjwy ; Score: 0.12
Top 8 -> Document ID: fit47dvd ; Score: 0.118
Top 9 -> Document ID: 4068kzp0 ; Score: 0.117
Top 10 -> Document ID: k6ehxh8i ; Score: 0.117
Top 11 -> Document ID: dkxi8mgw ; Score: 0.116
Top 12 -> Document ID: 1vehi4w4 ; Score: 0.115
Top 13 -> Document ID: 9fkrf3tf ; Score: 0.113
Top 14 -> Document ID: k38xlki3 ; Score: 0.113
Top 15 -> Document ID: itu39mln ; Score: 0.112
Top 16 -> Document ID: 944w4qgq ; Score: 0.111
Top 17 -> Document ID: 6rcezxjx ; Score: 0.11
Top 18 -> Document ID: jubuq9tq ; Score: 0.107
Top 19 -> Document ID: 8lu9tc9x ; Score: 0.106
Top 20 -> Document ID: mgofcr1k ; Score: 0.105
Top 21 -> Document ID: 4owsb0bg ; Score: 0.105
Top 22 -> Document ID: iedh762s ; Score: 0.104
Top 23 -> Document ID: zrx8l9d7 ; Score: 0.104
Top 24 -> Document ID: pml9r5nd ; Score: 0.104
Top 25 -> Document ID: b7j6bwv7 ; Score: 0.104
Top 26 -> Document ID: uze6ze8o ; Score: 0.103
Top 27 -> Document ID: 05b6s8oz ; Score: 0.103
Top 28 -> Document ID: sdr7dkbg ; Score: 0.103
Top 29 -> Document ID: esie5osf ; Score: 0.102
Top 30 -> Document ID: ex3vep1z ; Score: 0.102
Top 31 -> Document ID: rvwuk7tx ; Score: 0.102
Top 32 -> Document ID: 8p1agcm2 ; Score: 0.102
Top 33 -> Document ID: 8zxl48af ; Score: 0.102
Top 34 -> Document ID: a3groawt ; Score: 0.102
Top 35 -> Document ID: 0pujch9v ; Score: 0.102
Top 36 -> Document ID: 0rkvacwe ; Score: 0.101
Top 37 -> Document ID: 1f7fj42v ; Score: 0.1
Top 38 -> Document ID: exbylvf2 ; Score: 0.1
Top 39 -> Document ID: 710t2co8 ; Score: 0.1
Top 40 -> Document ID: pgiqxd7v ; Score: 0.1
Top 41 -> Document ID: bdoavpsb ; Score: 0.1
Top 42 -> Document ID: kjwz3ozn ; Score: 0.1
Top 43 -> Document ID: 7c7qkgca ; Score: 0.1
Top 44 -> Document ID: nj1p4ehx ; Score: 0.099
Top 45 -> Document ID: xioiph83 ; Score: 0.099
Top 46 -> Document ID: oc0edgd2 ; Score: 0.099
Top 47 -> Document ID: a2x1hvkk ; Score: 0.099
Top 48 -> Document ID: 7qawvr2o ; Score: 0.099
Top 49 -> Document ID: fa2tv4x4 ; Score: 0.099
Top 50 -> Document ID: 6io780dm ; Score: 0.098
Query ID: 3 ; Query: coronavirus immunity
Top 1 -> Document ID: t9u7d029 ; Score: 0.41
Top 2 -> Document ID: 3eatplc2 ; Score: 0.395
Top 3 -> Document ID: yikix201 ; Score: 0.39
Top 4 -> Document ID: exbylvf2 ; Score: 0.367
Top 5 -> Document ID: 4068kzp0 ; Score: 0.36
Top 6 -> Document ID: 1oruu33o ; Score: 0.35
Top 7 -> Document ID: 944w4qgq ; Score: 0.342
Top 8 -> Document ID: id5z8rtv ; Score: 0.335
Top 9 -> Document ID: sdr7dkbg ; Score: 0.331
Top 10 -> Document ID: puxz2f9g ; Score: 0.323
Top 11 -> Document ID: 8p1agcm2 ; Score: 0.322
Top 12 -> Document ID: asost8nl ; Score: 0.322
Top 13 -> Document ID: sp212tai ; Score: 0.321
Top 14 -> Document ID: 84z9fp2u ; Score: 0.318
Top 15 -> Document ID: ot72top7 ; Score: 0.318
Top 16 -> Document ID: tymdjrav ; Score: 0.318
Top 17 -> Document ID: t1iuhx3a ; Score: 0.315
Top 18 -> Document ID: qaf9esus ; Score: 0.314
Top 19 -> Document ID: 3mtkkvgq ; Score: 0.312
Top 20 -> Document ID: wh9vvgv2 ; Score: 0.311
Top 21 -> Document ID: 6lt6bk8u ; Score: 0.31
Top 22 -> Document ID: xetzg7gp ; Score: 0.305
Top 23 -> Document ID: g6w27q0g ; Score: 0.304
Top 24 -> Document ID: 1vehi4w4 ; Score: 0.302
Top 25 -> Document ID: wl121lg4 ; Score: 0.3
Top 26 -> Document ID: 2db77jpp ; Score: 0.3
Top 27 -> Document ID: 6x8hpdg0 ; Score: 0.298
Top 28 -> Document ID: 3mtqfe2k ; Score: 0.296
Top 29 -> Document ID: bc3108hi ; Score: 0.294
Top 30 -> Document ID: 6rcezxjx ; Score: 0.294
Top 31 -> Document ID: i8zkdx7u ; Score: 0.293
Top 32 -> Document ID: ipoelk4h ; Score: 0.293
Top 33 -> Document ID: os758lsd ; Score: 0.289
Top 34 -> Document ID: hzhj4137 ; Score: 0.288
Top 35 -> Document ID: zh4bewsg ; Score: 0.288
Top 36 -> Document ID: ocy6159b ; Score: 0.287
Top 37 -> Document ID: 1udn20wo ; Score: 0.286
Top 38 -> Document ID: 2bqeboy4 ; Score: 0.285
Top 39 -> Document ID: cfnoxhtd ; Score: 0.283
Top 40 -> Document ID: esie5osf ; Score: 0.28
Top 41 -> Document ID: 5g2hnk1x ; Score: 0.277
Top 42 -> Document ID: u8b5sccq ; Score: 0.276
Top 43 -> Document ID: 076qek8o ; Score: 0.276
Top 44 -> Document ID: 2suojtty ; Score: 0.275
Top 45 -> Document ID: 4hsbt4bl ; Score: 0.272
Top 46 -> Document ID: q5inrxcm ; Score: 0.272
Top 47 -> Document ID: 4ywrzyse ; Score: 0.271
Top 48 -> Document ID: 5kavwv3u ; Score: 0.27
Top 49 -> Document ID: rbtyu4cu ; Score: 0.27
Top 50 -> Document ID: eyejnexx ; Score: 0.27
Query ID: 4 ; Query: how do people die from the coronavirus
Top 1 -> Document ID: s9mqv4lo ; Score: 0.441
Top 2 -> Document ID: 4068kzp0 ; Score: 0.346
Top 3 -> Document ID: ndi53z0t ; Score: 0.342
Top 4 -> Document ID: 944w4qgq ; Score: 0.328
Top 5 -> Document ID: 1r1rjw66 ; Score: 0.328
Top 6 -> Document ID: fzq71ghi ; Score: 0.31
Top 7 -> Document ID: 81wf1a0a ; Score: 0.308
Top 8 -> Document ID: 5nue46dm ; Score: 0.307
Top 9 -> Document ID: k5o04w9v ; Score: 0.302
Top 10 -> Document ID: i1udxq11 ; Score: 0.302
Top 11 -> Document ID: hjqotwtn ; Score: 0.297
Top 12 -> Document ID: smt0gi7a ; Score: 0.295
Top 13 -> Document ID: xuiswu2l ; Score: 0.292
Top 14 -> Document ID: jkzxjk54 ; Score: 0.289
Top 15 -> Document ID: oxs2ttt0 ; Score: 0.288
Top 16 -> Document ID: drgmqjbf ; Score: 0.284
Top 17 -> Document ID: 7qatfxoj ; Score: 0.284
Top 18 -> Document ID: 0y8lfjkx ; Score: 0.283
Top 19 -> Document ID: 0tetqt33 ; Score: 0.279
Top 20 -> Document ID: v4mbry22 ; Score: 0.274
Top 21 -> Document ID: fit47dvd ; Score: 0.273
Top 22 -> Document ID: eltfevtj ; Score: 0.272
Top 23 -> Document ID: u1claajf ; Score: 0.27
Top 24 -> Document ID: sprvon1t ; Score: 0.27
Top 25 -> Document ID: bkup3pha ; Score: 0.27
Top 26 -> Document ID: dirhry5q ; Score: 0.27
Top 27 -> Document ID: 5g2hnk1x ; Score: 0.266
Top 28 -> Document ID: 7w9uqinh ; Score: 0.261
Top 29 -> Document ID: ursd3h22 ; Score: 0.255
Top 30 -> Document ID: j985e544 ; Score: 0.251
Top 31 -> Document ID: sqxmt699 ; Score: 0.251
Top 32 -> Document ID: fway438n ; Score: 0.249
Top 33 -> Document ID: fhzhn9fa ; Score: 0.246
Top 34 -> Document ID: pv6vnt0m ; Score: 0.246
Top 35 -> Document ID: dkp0fwe3 ; Score: 0.246
Top 36 -> Document ID: 2vvqczj7 ; Score: 0.245
Top 37 -> Document ID: el1vyyj9 ; Score: 0.244
Top 38 -> Document ID: w1l8h8g8 ; Score: 0.242
Top 39 -> Document ID: b8s728nx ; Score: 0.242
Top 40 -> Document ID: u0fs6xcj ; Score: 0.242
Top 41 -> Document ID: 7ve9gs2a ; Score: 0.239
Top 42 -> Document ID: d1nph2tl ; Score: 0.238
Top 43 -> Document ID: orqlbw9m ; Score: 0.238
Top 44 -> Document ID: 5iw42yjq ; Score: 0.238
Top 45 -> Document ID: thnj9c8f ; Score: 0.237
Top 46 -> Document ID: vvxjj6pf ; Score: 0.237
Top 47 -> Document ID: cfbs29qo ; Score: 0.236
Top 48 -> Document ID: nhidl6hd ; Score: 0.235
Top 49 -> Document ID: vpblnie6 ; Score: 0.235
Top 50 -> Document ID: y4we4rrk ; Score: 0.234
Query ID: 5 ; Query: animal models of COVID-19
Top 1 -> Document ID: uurvoa1o ; Score: 0.328
Top 2 -> Document ID: jlmuo37x ; Score: 0.313
Top 3 -> Document ID: kv1zyy58 ; Score: 0.299
Top 4 -> Document ID: okvu49y3 ; Score: 0.293
Top 5 -> Document ID: dkqxfqk6 ; Score: 0.29
Top 6 -> Document ID: eva0soja ; Score: 0.286
Top 7 -> Document ID: lmkfxme5 ; Score: 0.286
Top 8 -> Document ID: i72nax2p ; Score: 0.282
Top 9 -> Document ID: unmnuxa4 ; Score: 0.28
Top 10 -> Document ID: kbulgxoa ; Score: 0.274
Top 11 -> Document ID: 264wl0vm ; Score: 0.272
Top 12 -> Document ID: 6nu7rob8 ; Score: 0.272
Top 13 -> Document ID: v5sya5to ; Score: 0.271
Top 14 -> Document ID: yp9ofhi8 ; Score: 0.27
Top 15 -> Document ID: u6b8iwr0 ; Score: 0.267
Top 16 -> Document ID: clbut1ot ; Score: 0.267
Top 17 -> Document ID: 9il7coyk ; Score: 0.266
Top 18 -> Document ID: zy8qjaai ; Score: 0.266
Top 19 -> Document ID: nf51yjmj ; Score: 0.263
Top 20 -> Document ID: 1y0pl31i ; Score: 0.263
Top 21 -> Document ID: p4cb7xyu ; Score: 0.261
Top 22 -> Document ID: 1ofiuwg4 ; Score: 0.258
Top 23 -> Document ID: uak8xgos ; Score: 0.257
Top 24 -> Document ID: x2z81cqm ; Score: 0.256
Top 25 -> Document ID: txt4jiy8 ; Score: 0.256
Top 26 -> Document ID: ow0t4mcl ; Score: 0.256
Top 27 -> Document ID: 37dadupn ; Score: 0.254
Top 28 -> Document ID: ydm77mhk ; Score: 0.254
Top 29 -> Document ID: 0q4xgkaa ; Score: 0.253
Top 30 -> Document ID: vjdhcbht ; Score: 0.252
Top 31 -> Document ID: 9sr5b44k ; Score: 0.25
Top 32 -> Document ID: rsbb913w ; Score: 0.25
Top 33 -> Document ID: n8fwy791 ; Score: 0.248
Top 34 -> Document ID: vk4lt83x ; Score: 0.245
Top 35 -> Document ID: 3jr8a2p7 ; Score: 0.243
Top 36 -> Document ID: pm6ta0qy ; Score: 0.243
Top 37 -> Document ID: 445ko05a ; Score: 0.243
Top 38 -> Document ID: xhdub3br ; Score: 0.242
Top 39 -> Document ID: 2b420fz9 ; Score: 0.242
Top 40 -> Document ID: 1k5h662u ; Score: 0.241
Top 41 -> Document ID: pvb5c4ih ; Score: 0.241
Top 42 -> Document ID: zpi7uis1 ; Score: 0.24
Top 43 -> Document ID: 8lyw27gh ; Score: 0.239
Top 44 -> Document ID: qlm83r6n ; Score: 0.237
Top 45 -> Document ID: cetmg1km ; Score: 0.236
Top 46 -> Document ID: p711pmu1 ; Score: 0.233
Top 47 -> Document ID: 2nb26vqx ; Score: 0.233
Top 48 -> Document ID: 9032hh5c ; Score: 0.233
Top 49 -> Document ID: onkdv388 ; Score: 0.231
Top 50 -> Document ID: jf36as70 ; Score: 0.231
Query ID: 6 ; Query: coronavirus test rapid testing
Top 1 -> Document ID: i7qltp3q ; Score: 0.279
Top 2 -> Document ID: 0y8lfjkx ; Score: 0.253
Top 3 -> Document ID: ehht4sff ; Score: 0.242
Top 4 -> Document ID: oc0edgd2 ; Score: 0.234
Top 5 -> Document ID: o1alklje ; Score: 0.231
Top 6 -> Document ID: 6kpgt70s ; Score: 0.222
Top 7 -> Document ID: xy5swlyi ; Score: 0.221
Top 8 -> Document ID: 2bfazvwo ; Score: 0.212
Top 9 -> Document ID: ifdjyp5b ; Score: 0.208
Top 10 -> Document ID: zaaraiy7 ; Score: 0.208
Top 11 -> Document ID: ovzxizhb ; Score: 0.208
Top 12 -> Document ID: x9v5itzo ; Score: 0.206
Top 13 -> Document ID: 4068kzp0 ; Score: 0.204
Top 14 -> Document ID: k47yk637 ; Score: 0.203
Top 15 -> Document ID: j313p4bj ; Score: 0.203
Top 16 -> Document ID: rbblg4pu ; Score: 0.202
Top 17 -> Document ID: gzubfnqg ; Score: 0.201
Top 18 -> Document ID: v098m4dc ; Score: 0.201
Top 19 -> Document ID: ekc1tkyt ; Score: 0.2
Top 20 -> Document ID: gsr8crk9 ; Score: 0.2
Top 21 -> Document ID: zij2wbzs ; Score: 0.2
Top 22 -> Document ID: 1gt0n6uo ; Score: 0.2
Top 23 -> Document ID: j36vajdi ; Score: 0.196
Top 24 -> Document ID: i7soyabu ; Score: 0.196
Top 25 -> Document ID: moz22sur ; Score: 0.196
Top 26 -> Document ID: 2rf3mu4w ; Score: 0.194
Top 27 -> Document ID: 944w4qgq ; Score: 0.194
Top 28 -> Document ID: 1xmoeoyh ; Score: 0.194
Top 29 -> Document ID: 91drf5ko ; Score: 0.194
Top 30 -> Document ID: 6mef38eo ; Score: 0.193
Top 31 -> Document ID: jhn26qt9 ; Score: 0.192
Top 32 -> Document ID: nvilxnzl ; Score: 0.19
Top 33 -> Document ID: olpvj5is ; Score: 0.19
Top 34 -> Document ID: eqrxlbt3 ; Score: 0.189
Top 35 -> Document ID: etpf0xk1 ; Score: 0.189
Top 36 -> Document ID: m8siqfov ; Score: 0.183
Top 37 -> Document ID: mwaw1f1b ; Score: 0.182
Top 38 -> Document ID: a9clzlzb ; Score: 0.182
Top 39 -> Document ID: fb832hlp ; Score: 0.181
Top 40 -> Document ID: 7d5q0g0s ; Score: 0.18
Top 41 -> Document ID: hxial3gi ; Score: 0.18
Top 42 -> Document ID: 46qcxs4j ; Score: 0.18
Top 43 -> Document ID: jsbdmnx5 ; Score: 0.179
Top 44 -> Document ID: j0z20rx5 ; Score: 0.179
Top 45 -> Document ID: r45ei71o ; Score: 0.179
Top 46 -> Document ID: e5ya4vio ; Score: 0.179
Top 47 -> Document ID: 8ruux4sw ; Score: 0.178
Top 48 -> Document ID: c1xx1uvd ; Score: 0.178
Top 49 -> Document ID: m41o61ki ; Score: 0.178
Top 50 -> Document ID: sfnwd33a ; Score: 0.178
Query ID: 7 ; Query: serological tests for coronavirus
Top 1 -> Document ID: hxial3gi ; Score: 0.251
Top 2 -> Document ID: 7d5q0g0s ; Score: 0.235
Top 3 -> Document ID: 3g75spkc ; Score: 0.227
Top 4 -> Document ID: o1alklje ; Score: 0.214
Top 5 -> Document ID: 18x4ann5 ; Score: 0.207
Top 6 -> Document ID: i7qltp3q ; Score: 0.205
Top 7 -> Document ID: zo9uzk52 ; Score: 0.204
Top 8 -> Document ID: o75jdx2j ; Score: 0.204
Top 9 -> Document ID: g693adjd ; Score: 0.2
Top 10 -> Document ID: uomdh0sb ; Score: 0.199
Top 11 -> Document ID: 0y8lfjkx ; Score: 0.197
Top 12 -> Document ID: gnoqoh3w ; Score: 0.197
Top 13 -> Document ID: jubuq9tq ; Score: 0.197
Top 14 -> Document ID: cxt9oq0j ; Score: 0.196
Top 15 -> Document ID: olyzmson ; Score: 0.196
Top 16 -> Document ID: 39frq3ky ; Score: 0.195
Top 17 -> Document ID: 4068kzp0 ; Score: 0.19
Top 18 -> Document ID: k6wkpmpn ; Score: 0.19
Top 19 -> Document ID: vijh6x1l ; Score: 0.189
Top 20 -> Document ID: 2kg967bh ; Score: 0.188
Top 21 -> Document ID: 4xcxajlq ; Score: 0.187
Top 22 -> Document ID: tjp33y35 ; Score: 0.187
Top 23 -> Document ID: v098m4dc ; Score: 0.187
Top 24 -> Document ID: ekc1tkyt ; Score: 0.186
Top 25 -> Document ID: j36vajdi ; Score: 0.182
Top 26 -> Document ID: gbyyehbu ; Score: 0.181
Top 27 -> Document ID: ybauyaed ; Score: 0.181
Top 28 -> Document ID: 944w4qgq ; Score: 0.18
Top 29 -> Document ID: 1xmoeoyh ; Score: 0.18
Top 30 -> Document ID: 3rhdxzj3 ; Score: 0.179
Top 31 -> Document ID: jhn26qt9 ; Score: 0.178
Top 32 -> Document ID: nna0s5mf ; Score: 0.177
Top 33 -> Document ID: olpvj5is ; Score: 0.176
Top 34 -> Document ID: 9595vm0k ; Score: 0.175
Top 35 -> Document ID: etpf0xk1 ; Score: 0.175
Top 36 -> Document ID: 7bgerq3r ; Score: 0.173
Top 37 -> Document ID: 931sco95 ; Score: 0.171
Top 38 -> Document ID: o683gmrz ; Score: 0.17
Top 39 -> Document ID: 5jtzt8um ; Score: 0.17
Top 40 -> Document ID: c87bbwmm ; Score: 0.17
Top 41 -> Document ID: m8siqfov ; Score: 0.17
Top 42 -> Document ID: vkj9kjwx ; Score: 0.169
Top 43 -> Document ID: mwaw1f1b ; Score: 0.169
Top 44 -> Document ID: eptgsbmo ; Score: 0.169
Top 45 -> Document ID: gsr8crk9 ; Score: 0.168
Top 46 -> Document ID: yfjme53q ; Score: 0.167
Top 47 -> Document ID: i26lgvbz ; Score: 0.166
Top 48 -> Document ID: j0z20rx5 ; Score: 0.166
Top 49 -> Document ID: e5ya4vio ; Score: 0.166
Top 50 -> Document ID: 30gg2ab9 ; Score: 0.166
Query ID: 8 ; Query: coronavirus under reporting
Top 1 -> Document ID: uwj62cuv ; Score: 0.414
Top 2 -> Document ID: 5bdoz5am ; Score: 0.404
Top 3 -> Document ID: 1o5hi8qz ; Score: 0.4
Top 4 -> Document ID: 2lhqoi3f ; Score: 0.39
Top 5 -> Document ID: fcki98sb ; Score: 0.39
Top 6 -> Document ID: 27o9k5x3 ; Score: 0.39
Top 7 -> Document ID: 63aoc5vp ; Score: 0.388
Top 8 -> Document ID: wzcaugst ; Score: 0.378
Top 9 -> Document ID: 4068kzp0 ; Score: 0.376
Top 10 -> Document ID: uuvfwiko ; Score: 0.374
Top 11 -> Document ID: a70k298w ; Score: 0.369
Top 12 -> Document ID: 02cy1s8x ; Score: 0.362
Top 13 -> Document ID: 12peh5yu ; Score: 0.358
Top 14 -> Document ID: 944w4qgq ; Score: 0.357
Top 15 -> Document ID: epc0rq53 ; Score: 0.355
Top 16 -> Document ID: pi6a2ql7 ; Score: 0.353
Top 17 -> Document ID: fyq2tsvj ; Score: 0.349
Top 18 -> Document ID: z7mg37n9 ; Score: 0.349
Top 19 -> Document ID: l04kdkyk ; Score: 0.348
Top 20 -> Document ID: pgn7tm8f ; Score: 0.343
Top 21 -> Document ID: 2jn9bq7l ; Score: 0.341
Top 22 -> Document ID: cg4ess9h ; Score: 0.34
Top 23 -> Document ID: qrtdjtxj ; Score: 0.332
Top 24 -> Document ID: e5ya4vio ; Score: 0.329
Top 25 -> Document ID: 8zxl48af ; Score: 0.326
Top 26 -> Document ID: bp2ippj8 ; Score: 0.325
Top 27 -> Document ID: vskiyqop ; Score: 0.325
Top 28 -> Document ID: sbxh0j5b ; Score: 0.321
Top 29 -> Document ID: 6o8dt2bg ; Score: 0.32
Top 30 -> Document ID: pqn7qhm8 ; Score: 0.319
Top 31 -> Document ID: 2hj3zv0g ; Score: 0.319
Top 32 -> Document ID: qxhujttt ; Score: 0.318
Top 33 -> Document ID: nugginc9 ; Score: 0.318
Top 34 -> Document ID: xi1g4dw3 ; Score: 0.316
Top 35 -> Document ID: op98hkh9 ; Score: 0.315
Top 36 -> Document ID: ncytrtjm ; Score: 0.315
Top 37 -> Document ID: 0dac26xk ; Score: 0.315
Top 38 -> Document ID: dvuhwz5m ; Score: 0.311
Top 39 -> Document ID: s12mcitm ; Score: 0.311
Top 40 -> Document ID: 7wpduuwk ; Score: 0.31
Top 41 -> Document ID: e2epus6x ; Score: 0.309
Top 42 -> Document ID: w8dfhxyt ; Score: 0.308
Top 43 -> Document ID: hf5ocx4h ; Score: 0.308
Top 44 -> Document ID: 5ldi5mst ; Score: 0.307
Top 45 -> Document ID: hp8bzwcq ; Score: 0.307
Top 46 -> Document ID: f7wlnyrx ; Score: 0.307
Top 47 -> Document ID: 5d7rixs6 ; Score: 0.305
Top 48 -> Document ID: nxfr24sp ; Score: 0.303
Top 49 -> Document ID: cr0guabv ; Score: 0.302
Top 50 -> Document ID: 84z9fp2u ; Score: 0.302
Query ID: 9 ; Query: coronavirus in Canada
Top 1 -> Document ID: jkzxjk54 ; Score: 0.183
Top 2 -> Document ID: 4068kzp0 ; Score: 0.17
Top 3 -> Document ID: 944w4qgq ; Score: 0.161
Top 4 -> Document ID: 5g2hnk1x ; Score: 0.131
Top 5 -> Document ID: adf5ttfd ; Score: 0.127
Top 6 -> Document ID: nvilxnzl ; Score: 0.124
Top 7 -> Document ID: j985e544 ; Score: 0.123
Top 8 -> Document ID: el1vyyj9 ; Score: 0.12
Top 9 -> Document ID: u0fs6xcj ; Score: 0.119
Top 10 -> Document ID: 7ve9gs2a ; Score: 0.118
Top 11 -> Document ID: orqlbw9m ; Score: 0.117
Top 12 -> Document ID: qrx83fbo ; Score: 0.115
Top 13 -> Document ID: 2sfw6uy4 ; Score: 0.115
Top 14 -> Document ID: lwpzlhw2 ; Score: 0.114
Top 15 -> Document ID: 3p5jdg5u ; Score: 0.114
Top 16 -> Document ID: fjsrg656 ; Score: 0.114
Top 17 -> Document ID: 02qy72vt ; Score: 0.114
Top 18 -> Document ID: 5ugpul3v ; Score: 0.113
Top 19 -> Document ID: 9fkrf3tf ; Score: 0.111
Top 20 -> Document ID: t8s4s0wo ; Score: 0.111
Top 21 -> Document ID: aeogp8c7 ; Score: 0.11
Top 22 -> Document ID: oj5z1vmd ; Score: 0.11
Top 23 -> Document ID: 5sc821fe ; Score: 0.11
Top 24 -> Document ID: t1iuhx3a ; Score: 0.109
Top 25 -> Document ID: jsw6v0nf ; Score: 0.108
Top 26 -> Document ID: j2ybesoy ; Score: 0.108
Top 27 -> Document ID: stnjl8f8 ; Score: 0.108
Top 28 -> Document ID: i6um5iu2 ; Score: 0.108
Top 29 -> Document ID: olpvj5is ; Score: 0.107
Top 30 -> Document ID: k6ehxh8i ; Score: 0.107
Top 31 -> Document ID: rl2qxd03 ; Score: 0.107
Top 32 -> Document ID: ot72top7 ; Score: 0.106
Top 33 -> Document ID: ne5r4d4b ; Score: 0.105
Top 34 -> Document ID: exbylvf2 ; Score: 0.105
Top 35 -> Document ID: pgiqxd7v ; Score: 0.105
Top 36 -> Document ID: 0y8lfjkx ; Score: 0.105
Top 37 -> Document ID: qp13h0un ; Score: 0.105
Top 38 -> Document ID: v08cs51n ; Score: 0.105
Top 39 -> Document ID: tsmwmz7d ; Score: 0.105
Top 40 -> Document ID: 2jn9bq7l ; Score: 0.104
Top 41 -> Document ID: 4wybyyxr ; Score: 0.104
Top 42 -> Document ID: 9rf9c75l ; Score: 0.104
Top 43 -> Document ID: li35ju4z ; Score: 0.103
Top 44 -> Document ID: hrb0shhg ; Score: 0.103
Top 45 -> Document ID: uk8rfroj ; Score: 0.103
Top 46 -> Document ID: 08ds967z ; Score: 0.103
Top 47 -> Document ID: ghkz8bt6 ; Score: 0.103
Top 48 -> Document ID: wk4zxmz9 ; Score: 0.103
Top 49 -> Document ID: ybusrlo9 ; Score: 0.103
Top 50 -> Document ID: 9tumplp3 ; Score: 0.103
Query ID: 10 ; Query: coronavirus social distancing impact
Top 1 -> Document ID: ophojm43 ; Score: 0.163
Top 2 -> Document ID: utlponna ; Score: 0.155
Top 3 -> Document ID: y8o5j2be ; Score: 0.15
Top 4 -> Document ID: qtc4lrk6 ; Score: 0.148
Top 5 -> Document ID: c3kngf3f ; Score: 0.138
Top 6 -> Document ID: rlsdznmv ; Score: 0.135
Top 7 -> Document ID: 4068kzp0 ; Score: 0.13
Top 8 -> Document ID: qrzt4zva ; Score: 0.13
Top 9 -> Document ID: d4dnz2lk ; Score: 0.127
Top 10 -> Document ID: xfjexm5b ; Score: 0.125
Top 11 -> Document ID: 944w4qgq ; Score: 0.124
Top 12 -> Document ID: 030bc0h3 ; Score: 0.123
Top 13 -> Document ID: qqsefagq ; Score: 0.118
Top 14 -> Document ID: hlsvu1cg ; Score: 0.117
Top 15 -> Document ID: ngbfiws5 ; Score: 0.116
Top 16 -> Document ID: lusrcpns ; Score: 0.116
Top 17 -> Document ID: 5ezqv94a ; Score: 0.114
